File_name;Station;Treatment;Month;Tank_ID;Animal_ID;Measurement;Length;Measurement_quality;Comment
;BB23;5;6;BB23_5;BB23_5_09;BB23_5_09_c;826.049;;
BB23_5_2024_06_19_10.tif;BB23;5;6;BB23_5;BB23_5_10;BB23_5_10_a;652.544;;
;BB23;5;6;BB23_5;BB23_5_10;BB23_5_10_b;659.818;;
;BB23;5;6;BB23_5;BB23_5_10;BB23_5_10_c;653.614;;
BB23_5_2024_06_19_11.tif;BB23;5;6;BB23_5;BB23_5_11;BB23_5_11_a;761.866;;
;BB23;5;6;BB23_5;BB23_5_11;BB23_5_11_b;765.672;;
;BB23;5;6;BB23_5;BB23_5_11;BB23_5_11_c;764.777;;
BOK_15_2024_09_25_01.jpg;BOK;15;9;BOK_15;BOK_15_01;BOK_15_01_a;815.393;;
;BOK;15;9;BOK_15;BOK_15_01;BOK_15_01_b;815.621;;
;BOK;15;9;BOK_15;BOK_15_01;BOK_15_01_c;818.195;;
BOK_15_2024_09_25_02.jpg;BOK;15;9;BOK_15;BOK_15_02;BOK_15_02_a;762.082;;
;BOK;15;9;BOK_15;BOK_15_02;BOK_15_02_b;762.463;;
;BOK;15;9;BOK_15;BOK_15_02;BOK_15_02_c;761.49;;
BOK_15_2024_09_25_03.jpg;BOK;15;9;BOK_15;BOK_15_03;BOK_15_03_a;828.255;;
;BOK;15;9;BOK_15;BOK_15_03;BOK_15_03_b;827.214;;
;BOK;15;9;BOK_15;BOK_15_03;BOK_15_03_c;830.154;;
BOK_15_2024_09_25_04.jpg;BOK;15;9;BOK_15;BOK_15_04;BOK_15_04_a;781.356;;
;BOK;15;9;BOK_15;BOK_15_04;BOK_15_04_b;786.391;;
;BOK;15;9;BOK_15;BOK_15_04;BOK_15_04_c;782.002;;
BOK_15_2024_09_25_05.jpg;BOK;15;9;BOK_15;BOK_15_05;BOK_15_05_a;807.742;;
;BOK;15;9;BOK_15;BOK_15_05;BOK_15_05_b;805.409;;
;BOK;15;9;BOK_15;BOK_15_05;BOK_15_05_c;805.469;;
BOK_15_2024_09_25_06.jpg;BOK;15;9;BOK_15;BOK_15_06;BOK_15_06_a;874.836;;
;BOK;15;9;BOK_15;BOK_15_06;BOK_15_06_b;872.979;;
;BOK;15;9;BOK_15;BOK_15_06;BOK_15_06_c;872.435;;
BOK_15_2024_09_25_07.jpg;BOK;15;9;BOK_15;BOK_15_07;BOK_15_07_a;826.271;;
;BOK;15;9;BOK_15;BOK_15_07;BOK_15_07_b;826.541;;
;BOK;15;9;BOK_15;BOK_15_07;BOK_15_07_c;825.952;;
BOK_15_2024_09_25_08.jpg;BOK;15;9;BOK_15;BOK_15_08;BOK_15_08_a;815.232;;
;BOK;15;9;BOK_15;BOK_15_08;BOK_15_08_b;813.821;;
;BOK;15;9;BOK_15;BOK_15_08;BOK_15_08_c;814.811;;
BOK_15_2024_09_25_09.jpg;BOK;15;9;BOK_15;BOK_15_09;BOK_15_09_a;804.194;;
;BOK;15;9;BOK_15;BOK_15_09;BOK_15_09_b;804.492;;
;BOK;15;9;BOK_15;BOK_15_09;BOK_15_09_c;804.671;;
BOK_15_2024_09_25_10.jpg;BOK;15;9;BOK_15;BOK_15_10;BOK_15_10_a;810.98;;
;BOK;15;9;BOK_15;BOK_15_10;BOK_15_10_b;808.913;;
;BOK;15;9;BOK_15;BOK_15_10;BOK_15_10_c;809.299;;
BOK_15_2024_09_25_11.jpg;BOK;15;9;BOK_15;BOK_15_11;BOK_15_11_a;814.141;;
;BOK;15;9;BOK_15;BOK_15_11;BOK_15_11_b;815.743;;
;BOK;15;9;BOK_15;BOK_15_11;BOK_15_11_c;818.411;;
BOK_15_2024_09_25_12.jpg;BOK;15;9;BOK_15;BOK_15_12;BOK_15_12_a;842.407;;
;BOK;15;9;BOK_15;BOK_15_12;BOK_15_12_b;842.636;;
;BOK;15;9;BOK_15;BOK_15_12;BOK_15_12_c;840.355;;
BOK_15_2024_09_25_13.jpg;BOK;15;9;BOK_15;BOK_15_13;BOK_15_13_a;881.281;;
;BOK;15;9;BOK_15;BOK_15_13;BOK_15_13_b;881.502;;
;BOK;15;9;BOK_15;BOK_15_13;BOK_15_13_c;881.54;;
BOK_15_2024_09_25_14.jpg;BOK;15;9;BOK_15;BOK_15_14;BOK_15_14_a;820.664;;
;BOK;15;9;BOK_15;BOK_15_14;BOK_15_14_b;822.222;;
;BOK;15;9;BOK_15;BOK_15_14;BOK_15_14_c;822.186;;
BOK_15_2024_09_25_15.jpg;BOK;15;9;BOK_15;BOK_15_15;BOK_15_15_a;770.895;;
;BOK;15;9;BOK_15;BOK_15_15;BOK_15_15_b;769.207;;
;BOK;15;9;BOK_15;BOK_15_15;BOK_15_15_c;770.55;;
BOK_15_2024_09_25_16.jpg;BOK;15;9;BOK_15;BOK_15_16;BOK_15_16_a;854.439;;
;BOK;15;9;BOK_15;BOK_15_16;BOK_15_16_b;853.65;;
;BOK;15;9;BOK_15;BOK_15_16;BOK_15_16_c;855.633;;
BOK_5_2024_09_25_01.jpg;BOK;5;9;BOK_5;BOK_5_01;BOK_5_01_a;788.865;;
;BOK;5;9;BOK_5;BOK_5_01;BOK_5_01_b;791.891;;
;BOK;5;9;BOK_5;BOK_5_01;BOK_5_01_c;789.891;;
BOK_5_2024_09_25_02.jpg;BOK;5;9;BOK_5;BOK_5_02;BOK_5_02_a;877.549;;
;BOK;5;9;BOK_5;BOK_5_02;BOK_5_02_b;876.954;;
;BOK;5;9;BOK_5;BOK_5_02;BOK_5_02_c;874.963;;
BOK_5_2024_09_25_03.jpg;BOK;5;9;BOK_5;BOK_5_03;BOK_5_03_a;833.482;;
;BOK;5;9;BOK_5;BOK_5_03;BOK_5_03_b;833.153;;
;BOK;5;9;BOK_5;BOK_5_03;BOK_5_03_c;832.253;;
BOK_5_2024_09_25_04.jpg;BOK;5;9;BOK_5;BOK_5_04;BOK_5_04_a;808.405;;
;BOK;5;9;BOK_5;BOK_5_04;BOK_5_04_b;805.066;;
;BOK;5;9;BOK_5;BOK_5_04;BOK_5_04_c;806.404;;
BOK_5_2024_09_25_05.jpg;BOK;5;9;BOK_5;BOK_5_05;BOK_5_05_a;896.14;;
;BOK;5;9;BOK_5;BOK_5_05;BOK_5_05_b;896.949;;
;BOK;5;9;BOK_5;BOK_5_05;BOK_5_05_c;895.397;;
BOK_5_2024_09_25_06.jpg;BOK;5;9;BOK_5;BOK_5_06;BOK_5_06_a;798.123;;
;BOK;5;9;BOK_5;BOK_5_06;BOK_5_06_b;794.638;;
;BOK;5;9;BOK_5;BOK_5_06;BOK_5_06_c;795.641;;
BOK_5_2024_09_25_07.jpg;BOK;5;9;BOK_5;BOK_5_07;BOK_5_07_a;823.498;;
;BOK;5;9;BOK_5;BOK_5_07;BOK_5_07_b;825.152;;
;BOK;5;9;BOK_5;BOK_5_07;BOK_5_07_c;821.599;;
BOK_5_2024_09_25_08.jpg;BOK;5;9;BOK_5;BOK_5_08;BOK_5_08_a;830.071;;
;BOK;5;9;BOK_5;BOK_5_08;BOK_5_08_b;829.916;;
;BOK;5;9;BOK_5;BOK_5_08;BOK_5_08_c;830.232;;
BOK_5_2024_09_25_09.jpg;BOK;5;9;BOK_5;BOK_5_09;BOK_5_09_a;851.118;;
;BOK;5;9;BOK_5;BOK_5_09;BOK_5_09_b;853.336;;
;BOK;5;9;BOK_5;BOK_5_09;BOK_5_09_c;854.551;;
BOK_5_2024_09_25_10.jpg;BOK;5;9;BOK_5;BOK_5_10;BOK_5_10_a;815.734;;
;BOK;5;9;BOK_5;BOK_5_10;BOK_5_10_b;812.917;;
;BOK;5;9;BOK_5;BOK_5_10;BOK_5_10_c;811.746;;
BOK_5_2024_09_25_11.jpg;BOK;5;9;BOK_5;BOK_5_11;BOK_5_11_a;786.285;;
;BOK;5;9;BOK_5;BOK_5_11;BOK_5_11_b;787.194;;
;BOK;5;9;BOK_5;BOK_5_11;BOK_5_11_c;785.971;;
BOK_5_2024_09_25_12.jpg;BOK;5;9;BOK_5;BOK_5_12;BOK_5_12_a;768.937;;
;BOK;5;9;BOK_5;BOK_5_12;BOK_5_12_b;767.56;;
;BOK;5;9;BOK_5;BOK_5_12;BOK_5_12_c;767.691;;
BOK_5_2024_09_25_13.jpg;BOK;5;9;BOK_5;BOK_5_13;BOK_5_13_a;848.046;;
;BOK;5;9;BOK_5;BOK_5_13;BOK_5_13_b;849.666;;
;BOK;5;9;BOK_5;BOK_5_13;BOK_5_13_c;845.373;;
BOK_5_2024_09_25_14.jpg;BOK;5;9;BOK_5;BOK_5_14;BOK_5_14_a;791.227;;
;BOK;5;9;BOK_5;BOK_5_14;BOK_5_14_b;788.639;;
;BOK;5;9;BOK_5;BOK_5_14;BOK_5_14_c;792.805;;
GDY_15_2024_09_25_01.jpg;GDY;15;9;GDY_15;GDY_15_01;GDY_15_01_a;881.557;;
;GDY;15;9;GDY_15;GDY_15_01;GDY_15_01_b;880.696;;
;GDY;15;9;GDY_15;GDY_15_01;GDY_15_01_c;883.477;;
GDY_15_2024_09_25_02.jpg;GDY;15;9;GDY_15;GDY_15_02;GDY_15_02_a;864.636;;
;GDY;15;9;GDY_15;GDY_15_02;GDY_15_02_b;863.179;;
;GDY;15;9;GDY_15;GDY_15_02;GDY_15_02_c;861.159;;
GDY_15_2024_09_25_03.jpg;GDY;15;9;GDY_15;GDY_15_03;GDY_15_03_a;917.537;;
;GDY;15;9;GDY_15;GDY_15_03;GDY_15_03_b;918.053;;
;GDY;15;9;GDY_15;GDY_15_03;GDY_15_03_c;917.067;;
GDY_15_2024_09_25_04.jpg;GDY;15;9;GDY_15;GDY_15_04;GDY_15_04_a;890.108;;
;GDY;15;9;GDY_15;GDY_15_04;GDY_15_04_b;887.289;;
;GDY;15;9;GDY_15;GDY_15_04;GDY_15_04_c;884.601;;
GDY_15_2024_09_25_05.jpg;GDY;15;9;GDY_15;GDY_15_05;GDY_15_05_a;909.081;;
;GDY;15;9;GDY_15;GDY_15_05;GDY_15_05_b;913.852;;
;GDY;15;9;GDY_15;GDY_15_05;GDY_15_05_c;910.228;;
GDY_15_2024_09_25_06.jpg;GDY;15;9;GDY_15;GDY_15_06;GDY_15_06_a;885.846;;
;GDY;15;9;GDY_15;GDY_15_06;GDY_15_06_b;890.397;;
;GDY;15;9;GDY_15;GDY_15_06;GDY_15_06_c;889.127;;
GDY_15_2024_09_25_07.jpg;GDY;15;9;GDY_15;GDY_15_07;GDY_15_07_a;898.429;;
;GDY;15;9;GDY_15;GDY_15_07;GDY_15_07_b;889.762;;
;GDY;15;9;GDY_15;GDY_15_07;GDY_15_07_c;895.358;;
GDY_15_2024_09_25_08.jpg;GDY;15;9;GDY_15;GDY_15_08;GDY_15_08_a;833.192;;
;GDY;15;9;GDY_15;GDY_15_08;GDY_15_08_b;843.515;;
;GDY;15;9;GDY_15;GDY_15_08;GDY_15_08_c;837.141;;
GDY_15_2024_09_25_09.jpg;GDY;15;9;GDY_15;GDY_15_09;GDY_15_09_a;878.281;;
;GDY;15;9;GDY_15;GDY_15_09;GDY_15_09_b;878.2;;
;GDY;15;9;GDY_15;GDY_15_09;GDY_15_09_c;871.521;;
GDY_15_2024_09_25_10.jpg;GDY;15;9;GDY_15;GDY_15_10;GDY_15_10_a;884.117;;
;GDY;15;9;GDY_15;GDY_15_10;GDY_15_10_b;881.108;;
;GDY;15;9;GDY_15;GDY_15_10;GDY_15_10_c;882.853;;
GDY_15_2024_09_25_11.jpg;GDY;15;9;GDY_15;GDY_15_11;GDY_15_11_a;737.737;;
;GDY;15;9;GDY_15;GDY_15_11;GDY_15_11_b;740.384;;
;GDY;15;9;GDY_15;GDY_15_11;GDY_15_11_c;736.201;;
GDY_15_2024_09_25_12.jpg;GDY;15;9;GDY_15;GDY_15_12;GDY_15_12_a;845.166;;
;GDY;15;9;GDY_15;GDY_15_12;GDY_15_12_b;844.133;;
;GDY;15;9;GDY_15;GDY_15_12;GDY_15_12_c;840.796;;
GDY_15_2024_09_25_13.jpg;GDY;15;9;GDY_15;GDY_15_13;GDY_15_13_a;918.365;;
;GDY;15;9;GDY_15;GDY_15_13;GDY_15_13_b;916.392;;
;GDY;15;9;GDY_15;GDY_15_13;GDY_15_13_c;913.753;;
GDY_5_2024_09_25_01.jpg;GDY;5;9;GDY_5;GDY_5_01;GDY_5_01_a;879.31;;
;GDY;5;9;GDY_5;GDY_5_01;GDY_5_01_b;878.06;;
;GDY;5;9;GDY_5;GDY_5_01;GDY_5_01_c;877.424;;
GDY_5_2024_09_25_02.jpg;GDY;5;9;GDY_5;GDY_5_02;GDY_5_02_a;905.663;;
;GDY;5;9;GDY_5;GDY_5_02;GDY_5_02_b;902.668;;
;GDY;5;9;GDY_5;GDY_5_02;GDY_5_02_c;901.168;;
GDY_5_2024_09_25_03.jpg;GDY;5;9;GDY_5;GDY_5_03;GDY_5_03_a;862.044;;
;GDY;5;9;GDY_5;GDY_5_03;GDY_5_03_b;864.729;;
;GDY;5;9;GDY_5;GDY_5_03;GDY_5_03_c;866.466;;
GDY_5_2024_09_25_04.jpg;GDY;5;9;GDY_5;GDY_5_04;GDY_5_04_a;885.846;;
;GDY;5;9;GDY_5;GDY_5_04;GDY_5_04_b;887.539;;
;GDY;5;9;GDY_5;GDY_5_04;GDY_5_04_c;884.48;;
GDY_5_2024_09_25_05.jpg;GDY;5;9;GDY_5;GDY_5_05;GDY_5_05_a;877.722;;
;GDY;5;9;GDY_5;GDY_5_05;GDY_5_05_b;874.955;;
;GDY;5;9;GDY_5;GDY_5_05;GDY_5_05_c;874.309;;
GDY_5_2024_09_25_06.jpg;GDY;5;9;GDY_5;GDY_5_06;GDY_5_06_a;895.853;;
;GDY;5;9;GDY_5;GDY_5_06;GDY_5_06_b;894.683;;
;GDY;5;9;GDY_5;GDY_5_06;GDY_5_06_c;893.7;;
GDY_5_2024_09_25_07.jpg;GDY;5;9;GDY_5;GDY_5_07;GDY_5_07_a;862.635;;
;GDY;5;9;GDY_5;GDY_5_07;GDY_5_07_b;860.682;;
;GDY;5;9;GDY_5;GDY_5_07;GDY_5_07_c;857.241;;
GDY_5_2024_09_25_08.jpg;GDY;5;9;GDY_5;GDY_5_08;GDY_5_08_a;876.811;;
;GDY;5;9;GDY_5;GDY_5_08;GDY_5_08_b;874.086;;
;GDY;5;9;GDY_5;GDY_5_08;GDY_5_08_c;875.978;;
GDY_5_2024_09_25_09.jpg;GDY;5;9;GDY_5;GDY_5_09;GDY_5_09_a;879.978;;
;GDY;5;9;GDY_5;GDY_5_09;GDY_5_09_b;882.23;;
;GDY;5;9;GDY_5;GDY_5_09;GDY_5_09_c;878.358;;
GDY_5_2024_09_25_10.jpg;GDY;5;9;GDY_5;GDY_5_10;GDY_5_10_a;818.537;;
;GDY;5;9;GDY_5;GDY_5_10;GDY_5_10_b;811.895;;
;GDY;5;9;GDY_5;GDY_5_10;GDY_5_10_c;816.201;bad;bad_photo
GDY_5_2024_09_25_11.jpg;GDY;5;9;GDY_5;GDY_5_11;GDY_5_11_a;906.65;bad;bad_photo
;GDY;5;9;GDY_5;GDY_5_11;GDY_5_11_b;904.561;bad;bad_photo
;GDY;5;9;GDY_5;GDY_5_11;GDY_5_11_c;903.215;;
GDY_15_2024_10_04_01.jpg;GDY;15;10;GDY_15;GDY_15_01;GDY_15_01_a;842.223;;
;GDY;15;10;GDY_15;GDY_15_01;GDY_15_01_b;845.805;;
;GDY;15;10;GDY_15;GDY_15_01;GDY_15_01_c;841.614;;
GDY_15_2024_10_04_02.jpg;GDY;15;10;GDY_15;GDY_15_02;GDY_15_02_a;853.195;;
;GDY;15;10;GDY_15;GDY_15_02;GDY_15_02_b;854.928;;
;GDY;15;10;GDY_15;GDY_15_02;GDY_15_02_c;853.099;;
GDY_15_2024_10_04_03.jpg;GDY;15;10;GDY_15;GDY_15_03;GDY_15_03_a;779.444;;
;GDY;15;10;GDY_15;GDY_15_03;GDY_15_03_b;774.439;;
;GDY;15;10;GDY_15;GDY_15_03;GDY_15_03_c;773.384;;
GDY_15_2024_10_04_04.jpg;GDY;15;10;GDY_15;GDY_15_04;GDY_15_04_a;848.967;;
;GDY;15;10;GDY_15;GDY_15_04;GDY_15_04_b;853.401;;
;GDY;15;10;GDY_15;GDY_15_04;GDY_15_04_c;852.346;;
GDY_15_2024_10_04_05.jpg;GDY;15;10;GDY_15;GDY_15_05;GDY_15_05_a;803.783;;
;GDY;15;10;GDY_15;GDY_15_05;GDY_15_05_b;809.573;;
;GDY;15;10;GDY_15;GDY_15_05;GDY_15_05_c;808.894;;
GDY_15_2024_10_04_06.jpg;GDY;15;10;GDY_15;GDY_15_06;GDY_15_06_a;802.995;;
;GDY;15;10;GDY_15;GDY_15_06;GDY_15_06_b;803.613;;
;GDY;15;10;GDY_15;GDY_15_06;GDY_15_06_c;800.744;;
GDY_15_2024_10_04_07.jpg;GDY;15;10;GDY_15;GDY_15_07;GDY_15_07_a;861.416;;
;GDY;15;10;GDY_15;GDY_15_07;GDY_15_07_b;868.784;;
;GDY;15;10;GDY_15;GDY_15_07;GDY_15_07_c;865.441;;
GDY_15_2024_10_04_08.jpg;GDY;15;10;GDY_15;GDY_15_08;GDY_15_08_a;797.701;;
;GDY;15;10;GDY_15;GDY_15_08;GDY_15_08_b;792.319;;
;GDY;15;10;GDY_15;GDY_15_08;GDY_15_08_c;794.574;;
GDY_15_2024_10_04_09.jpg;GDY;15;10;GDY_15;GDY_15_09;GDY_15_09_a;873.558;;
;GDY;15;10;GDY_15;GDY_15_09;GDY_15_09_b;871.539;;
;GDY;15;10;GDY_15;GDY_15_09;GDY_15_09_c;871.729;;
GDY_15_2024_10_04_10.jpg;GDY;15;10;GDY_15;GDY_15_10;GDY_15_10_a;811.441;;
;GDY;15;10;GDY_15;GDY_15_10;GDY_15_10_b;815.084;;
;GDY;15;10;GDY_15;GDY_15_10;GDY_15_10_c;813.054;;
GDY_15_2024_10_04_11.jpg;GDY;15;10;GDY_15;GDY_15_11;GDY_15_11_a;788.062;;
;GDY;15;10;GDY_15;GDY_15_11;GDY_15_11_b;787.839;;
;GDY;15;10;GDY_15;GDY_15_11;GDY_15_11_c;788.062;;
GDY_15_2024_10_04_12.jpg;GDY;15;10;GDY_15;GDY_15_12;GDY_15_12_a;860.05;;
;GDY;15;10;GDY_15;GDY_15_12;GDY_15_12_b;860.1;;
;GDY;15;10;GDY_15;GDY_15_12;GDY_15_12_c;861.311;;
GDY_15_2024_10_04_13.jpg;GDY;15;10;GDY_15;GDY_15_13;GDY_15_13_a;805.662;;
;GDY;15;10;GDY_15;GDY_15_13;GDY_15_13_b;801.699;;
;GDY;15;10;GDY_15;GDY_15_13;GDY_15_13_c;808.628;;
GDY_15_2024_10_04_14.jpg;GDY;15;10;GDY_15;GDY_15_14;GDY_15_14_a;745.015;;
;GDY;15;10;GDY_15;GDY_15_14;GDY_15_14_b;743.649;;
;GDY;15;10;GDY_15;GDY_15_14;GDY_15_14_c;739.14;;
GDY_5_2024_10_04_01.jpg;GDY;5;10;GDY_5;GDY_5_01;GDY_5_01_a;874.743;;
;GDY;5;10;GDY_5;GDY_5_01;GDY_5_01_b;871.351;;
;GDY;5;10;GDY_5;GDY_5_01;GDY_5_01_c;873.892;;
GDY_5_2024_10_04_02.jpg;GDY;5;10;GDY_5;GDY_5_02;GDY_5_02_a;901.332;;
;GDY;5;10;GDY_5;GDY_5_02;GDY_5_02_b;899.984;;
;GDY;5;10;GDY_5;GDY_5_02;GDY_5_02_c;902.432;;
GDY_5_2024_10_04_03.jpg;GDY;5;10;GDY_5;GDY_5_03;GDY_5_03_a;845.608;;
;GDY;5;10;GDY_5;GDY_5_03;GDY_5_03_b;843.385;;
;GDY;5;10;GDY_5;GDY_5_03;GDY_5_03_c;842.38;;
GDY_5_2024_10_04_04.jpg;GDY;5;10;GDY_5;GDY_5_04;GDY_5_04_a;797.308;;
;GDY;5;10;GDY_5;GDY_5_04;GDY_5_04_b;798.935;;
;GDY;5;10;GDY_5;GDY_5_04;GDY_5_04_c;799.762;;
GDY_5_2024_10_04_05.jpg;GDY;5;10;GDY_5;GDY_5_05;GDY_5_05_a;870.951;;
;GDY;5;10;GDY_5;GDY_5_05;GDY_5_05_b;869.657;;
;GDY;5;10;GDY_5;GDY_5_05;GDY_5_05_c;872.159;;
GDY_5_2024_10_04_06.jpg;GDY;5;10;GDY_5;GDY_5_06;GDY_5_06_a;926.026;;
;GDY;5;10;GDY_5;GDY_5_06;GDY_5_06_b;923.618;;
;GDY;5;10;GDY_5;GDY_5_06;GDY_5_06_c;929.412;;
GDY_5_2024_10_04_07.jpg;GDY;5;10;GDY_5;GDY_5_07;GDY_5_07_a;855.979;;
;GDY;5;10;GDY_5;GDY_5_07;GDY_5_07_b;857.105;;
;GDY;5;10;GDY_5;GDY_5_07;GDY_5_07_c;856.78;;
GDY_5_2024_10_04_08.jpg;GDY;5;10;GDY_5;GDY_5_08;GDY_5_08_a;907.912;;
;GDY;5;10;GDY_5;GDY_5_08;GDY_5_08_b;910.421;;
;GDY;5;10;GDY_5;GDY_5_08;GDY_5_08_c;909.703;;
GDY_5_2024_10_04_09.jpg;GDY;5;10;GDY_5;GDY_5_09;GDY_5_09_a;904.702;;
;GDY;5;10;GDY_5;GDY_5_09;GDY_5_09_b;905.916;;
;GDY;5;10;GDY_5;GDY_5_09;GDY_5_09_c;909.865;;
GDY_5_2024_10_04_10.jpg;GDY;5;10;GDY_5;GDY_5_10;GDY_5_10_a;883.946;;
;GDY;5;10;GDY_5;GDY_5_10;GDY_5_10_b;889.064;;
;GDY;5;10;GDY_5;GDY_5_10;GDY_5_10_c;882.611;;
GDY_5_2024_10_04_11.jpg;GDY;5;10;GDY_5;GDY_5_11;GDY_5_11_a;903.479;;
;GDY;5;10;GDY_5;GDY_5_11;GDY_5_11_b;908.412;;
;GDY;5;10;GDY_5;GDY_5_11;GDY_5_11_c;905.619;;
GDY_5_2024_10_04_12.jpg;GDY;5;10;GDY_5;GDY_5_12;GDY_5_12_a;790.231;;
;GDY;5;10;GDY_5;GDY_5_12;GDY_5_12_b;789.431;;
;GDY;5;10;GDY_5;GDY_5_12;GDY_5_12_c;794.788;;
GDY_5_2024_10_04_13.jpg;GDY;5;10;GDY_5;GDY_5_13;GDY_5_13_a;878.631;bad;injured_individual
;GDY;5;10;GDY_5;GDY_5_13;GDY_5_13_b;877.841;bad;injured_individual
